id,movie1,movie2,movie3,movie4,movie5,movie6
1636,997,1364,1538,1253,2155,2536
1637,223,800,877,1233,1378,1542
1638,249,827,648,820,1209,1432
1639,3088,3100,2874,4516,4561,4608
1640,1676,1662,1667,1670,1671,1664
1641,256,921,1359,1821,1854,2455
1642,499,578,634,766,893,1576
1643,65,1021,1264,1695,2084,1918
1644,44,268,354,368,287,490
1645,729,1799,1728,2510,2415,3029
1646,320,310,529,584,698,904
1647,67,595,916,1880,1730,2246
1648,190,637,713,632,1460,2925
1649,713,1907,1675,2925,2325,2804
1650,1213,2082,2076,2074,2716,2712
1651,726,2015,2267,1803,2761,2595
1652,318,687,1103,879,1945,2274
1653,27,33,99,567,886,1036
1654,101,574,698,761,809,871
1655,274,273,566,498,773,765
1656,485,608,1480,2044,2956,3781
1657,225,260,434,451,556,693
1658,3088,3100,2874,4516,4561,4608
1659,3088,3100,2874,4516,4561,4608
1660,750,749,1553,1556,1575,2264
1661,684,1318,1455,1514,2010,2481
1662,636,1785,1269,1590,1619,1563
1663,111,201,515,474,809,871
1664,2555,3668,3577,3144,4806,4423
1665,610,962,989,1602,1001,1093
1666,58,442,492,711,1402,1436
1667,1208,1352,2036,2376,2503,2250
1668,3196,3183,3174,3206,3889,3844
1669,428,440,1786,1547,2928,3415
1670,697,892,1437,1864,2247,2424
1671,887,804,2218,1239,1726,2221
1672,1213,2082,2076,2074,2716,2712
1673,249,636,820,1096,1223,1447
1674,1382,1053,2581,2520,2501,2392
1675,284,791,885,1723,1649,1829
1676,417,438,424,910,1011,1120
1677,812,858,1488,1789,1671,2218
1678,60,432,685,960,1471,1193
1679,630,1300,2049,3203,2655,2385
1680,1213,2082,2076,2074,2716,2712
1681,581,771,3370,3515,3172,3094
1682,71,106,618,767,1112,1084
1683,644,657,1581,2404,2489,2364
1684,285,628,772,1043,1087,1494
1685,314,626,1220,1371,1390,2131
1686,425,588,898,1995,1500,1628
1687,1213,2082,2076,2074,2716,2712
1688,987,1232,1793,2645,2673,3970
1689,785,1771,2354,3125,3230,2792
1690,92,266,430,456,556,763
1691,119,358,782,1246,1142,1133
1692,821,993,1174,1344,1605,1608
1693,256,373,576,776,1156,1379
1694,107,129,456,970,1054,1456
1695,255,294,388,664,722,1021
1696,107,221,336,427,544,614
1697,68,133,372,508,751,1169
1698,237,273,566,505,773,765
1699,958,1897,2486,2586,2757,3528
1700,196,300,1992,1831,1846,2026
1701,81,329,347,340,334,1322
1702,454,448,780,1176,1858,2646
1703,41,1290,1511,1507,2433,1905
1704,482,1330,2008,1998,2205,3189
1705,184,562,840,1200,1307,2707
1706,644,657,1581,2404,2489,2364
1707,69,174,176,211,391,541
1708,793,985,1489,1368,2064,2397
1709,228,495,852,1118,1747,2647
1710,764,789,1456,1973,2390,3289
1711,163,769,1966,2304,2078,2275
1712,457,822,1448,1394,1171,2283
1713,987,1232,1793,2645,2673,3970
1714,33,134,567,886,1036,1552
1715,750,749,1553,1556,1575,2264
1716,56,278,1111,1402,960,1294
1717,1651,2041,2042,2194,3187,3336
1718,241,453,421,517,559,1104
1719,1213,2082,2076,2074,2716,2712
1720,11,39,153,162,231,390
1721,1213,2082,2076,2074,2716,2712
1722,157,937,830,989,1001,1093
1723,205,284,483,1675,2517,2113
1724,117,687,1199,1116,1364,1945
1725,97,561,870,1000,1121,1410
1726,887,804,1671,2218,1239,2221
1727,273,566,773,1065,1655,1578
1728,729,1799,1645,2510,2415,3029
1729,428,440,1786,1547,2928,3415
1730,67,1344,2207,2246,2751,2927
1731,47,733,1016,1094,1463,1885
1732,42,60,229,895,1156,1276
1733,953,1285,1781,1800,1775,2172
1734,1382,1053,1674,2581,2520,2501
1735,70,404,1118,1289,1327,1216
1736,816,747,1234,1184,2341,3992
1737,987,1232,1793,2645,2673,3970
1738,1213,2082,2076,2074,2716,2712
1739,82,106,264,259,539,1112
1740,24,116,137,308,430,372
1741,753,825,933,1267,1505,2066
1742,3088,3100,2874,4516,4561,4608
1743,73,1175,1269,1563,1529,2068
1744,95,153,231,331,906,789
1745,633,1208,1352,1942,1667,2036
1746,10,21,23,46,130,133
1747,228,495,852,1118,2647,3284
1748,294,388,386,664,722,1695
1749,581,771,1681,3370,3172,3094
1750,816,747,1234,1184,2341,3992
1751,610,989,1210,1609,1296,1665
1752,1213,2082,2076,2074,2716,2712
1753,75,164,1279,1402,1165,2218
1754,1734,2470,1674,2477,2864,2535
1755,136,239,261,524,485,1876
1756,31,36,37,139,242,293
1757,217,690,944,1381,1635,2231
1758,2099,2392,2841,2592,2539,2820
1759,644,657,1581,2404,2489,2364
1760,301,896,862,849,890,2097
1761,750,749,1553,1556,1575,2264
1762,969,1277,2410,2187,1892,2843
1763,375,572,1061,1024,1081,903
1764,492,711,858,1108,1458,1789
1765,470,1257,1115,1565,1377,1666
1766,1154,2157,2666,3802,4173,4328
1767,239,261,426,485,876,1480
1768,65,185,417,910,1088,1120
1769,511,646,894,1088,1117,1417
1770,394,643,691,962,830,1491
1771,25,182,785,815,1760,1818
1772,438,424,562,1820,2707,2152
1773,1413,1597,1899,2382,2175,3051
1774,726,2015,2267,1803,2761,2595
1775,953,1285,1781,1800,2172,2598
1776,107,129,456,970,1054,1456
1777,3088,3100,2874,4516,4561,4608
1778,538,887,1671,2218,1239,1726
1779,38,472,923,1175,1079,1355
1780,285,628,772,1043,1087,1494
1781,953,1285,1800,1775,2172,2598
1782,1378,1369,3505,4275,4486,4628
1783,987,1232,1793,2645,2673,3970
1784,726,2015,2267,1803,2761,2595
1785,650,956,1619,1949,2208,2378
1786,428,440,940,1547,2928,3415
1787,726,2015,2267,1803,2761,2595
1788,1205,1484,1712,1926,2253,2530
1789,106,618,858,1488,1764,1987
1790,70,1135,1327,1682,2115,2434
1791,881,1394,1863,2446,1944,2988
1792,30,226,841,1074,966,1208
1793,948,987,1232,2645,2673,3970
1794,84,152,252,970,836,1009
1795,798,1002,1216,1743,3074,2428
1796,50,220,668,734,1060,936
1797,95,231,331,906,789,902
1798,1213,2082,2076,2074,2716,2712
1799,729,1645,1728,2510,2415,3029
1800,953,1285,1781,1775,2172,2598
1801,557,889,1829,2918,2113,3025
1802,1213,2082,2076,2074,2716,2712
1803,726,2015,2267,2761,2595,2478
1804,1213,2082,2076,2074,2716,2712
1805,71,618,767,1112,1084,1332
1806,26,1083,1296,1465,1751,1612
1807,72,64,105,90,113,140
1808,72,100,105,90,113,140
1809,575,751,1065,1541,1551,1856
1810,320,310,584,698,643,901
1811,41,1290,1511,1507,2433,1905
1812,196,300,1700,1831,1846,2026
1813,226,524,580,1074,1792,1894
1814,148,341,1009,1291,1284,1323
1815,1069,1187,1272,2090,2427,2692
1816,41,1290,1511,1507,2433,1905
1817,196,300,1700,1992,1831,1846
1818,25,128,435,785,1311,1771
1819,827,673,1364,1216,1430,2115
1820,362,562,840,2707,2152,2346
1821,256,921,1359,1853,1854,2455
1822,400,1063,1545,2187,2435,2845
1823,509,591,1182,1217,1373,1529
1824,47,733,1016,1094,1463,1885
1825,658,2348,2939,2311,2363,2393
1826,358,679,1133,2121,2842,3420
1827,1213,2082,2076,2074,2716,2712
1828,538,887,1242,1370,1671,2218
1829,557,715,885,1801,2430,2918
1830,887,804,1671,2218,1239,1726
1831,196,300,1700,1992,1846,2026
1832,357,400,610,643,1210,1751
1833,10,21,23,57,130,365
1834,301,1088,1245,2038,1760,2404
1835,987,1232,1793,2645,2673,3970
1836,423,1632,1711,1728,3029,2750
1837,953,1285,1781,1800,1775,2172
1838,790,654,1192,1348,1954,2311
1839,5,31,36,37,139,242
1840,987,1232,1793,2645,2673,3970
1841,1213,2082,2076,2074,2716,2712
1842,133,151,210,663,1045,1134
1843,953,1285,1781,1800,1775,2172
1844,987,1232,1793,2645,2673,3970
1845,848,822,1773,1712,2438,2503
1846,196,300,1029,1700,1831,2265
1847,189,186,251,283,427,467
1848,385,384,579,691,776,1005
1849,185,195,444,415,504,638
1850,1213,2082,2076,2074,2716,2712
1851,59,107,755,970,1456,1341
1852,76,793,1050,1091,1708,1142
1853,371,921,1359,1821,2456,2455
1854,256,921,1359,1821,1853,2455
1855,987,1232,1793,2645,2673,3970
1856,575,1065,1551,1954,1809,2636
1857,987,1232,1793,2645,2673,3970
1858,454,448,780,1176,1702,2646
1859,160,1524,2028,2073,3018,2620
1860,750,749,1553,1556,1575,2264
1861,250,273,773,797,1655,1578
1862,119,610,782,725,1142,1609
1863,881,1394,2446,1944,1791,2988
1864,697,892,1437,1670,2247,2424
1865,785,1771,2354,3125,3230,2792
1866,304,596,746,904,1228,1118
1867,987,1232,1793,2645,2673,3970
1868,66,65,97,627,863,1231
1869,441,1057,1212,1557,1289,1211
1870,41,1290,1511,1507,2433,1905
1871,136,641,642,1343,2896,2507
1872,41,1290,1511,1507,2433,1905
1873,62,119,380,546,782,725
1874,417,232,910,1288,2177,2198
1875,1213,2082,2076,2074,2716,2712
1876,343,226,355,416,524,4407
1877,256,921,1359,1821,1854,2455
1878,726,1044,1372,2793,2792,3266
1879,209,1040,1496,2575,2429,3273
1880,67,595,916,1647,1730,2246
1881,7,243,269,333,488,730
1882,324,1125,2366,3195,3452,3625
1883,177,533,321,1484,2222,2258
1884,630,1300,2049,1679,3203,2655
1885,47,733,1016,1094,1463,1320
1886,750,749,1553,1556,1575,2264
1887,428,440,1786,1547,2928,3415
1888,14,225,430,451,556,693
1889,92,266,573,1032,1323,1164
1890,8,34,145,174,211,290
1891,1213,2082,2076,2074,2716,2712
1892,987,1232,1793,2645,2673,3970
1893,1154,2157,2666,3802,4173,4328
1894,30,226,841,1074,966,1208
1895,1213,2082,2076,2074,2716,2712
1896,626,1390,2214,2131,2024,2580
1897,3088,3100,2874,4516,4561,4608
1898,186,318,392,467,420,450
1899,1413,1597,1773,2382,2175,3051
1900,276,462,1418,1498,2381,2963
1901,191,336,475,800,1233,1088
1902,10,21,23,45,46,111
1903,287,640,1134,1102,1644,3039
1904,463,921,1359,1821,1691,1854
1905,41,1290,1511,1507,2433,1816
1906,68,338,275,229,308,283
1907,572,713,1649,2925,2325,2804
1908,34,114,118,220,382,391
1909,1213,2082,2076,2074,2716,2712
1910,697,892,1437,1670,1864,2247
1911,357,400,861,2004,2020,2615
1912,463,1065,1381,1551,1856,2268
1913,163,1271,1711,1966,2304,2078
1914,47,733,1016,1094,1463,1885
1915,437,1243,1165,1495,2216,2055
1916,43,61,146,192,201,515
1917,581,771,1681,3370,3172,3094
1918,128,435,1311,1765,1818,2572
1919,195,210,456,444,556,943
1920,644,657,1581,2404,2489,2364
1921,697,892,1437,1670,1864,2247
1922,511,646,1769,1966,1834,2304
1923,440,1444,3637,4041,4056,3681
1924,1382,1053,1674,2581,2520,2501
1925,1382,1053,1674,2581,2520,2501
1926,457,822,1448,1394,1171,1712
1927,953,1285,1781,1800,1775,2172
1928,787,714,827,825,673,859
1929,2,363,992,1143,1590,1377
1930,1238,855,1328,1595,1734,1601
1931,18,21,23,46,124,130
1932,1424,1481,2045,2670,2728,2907
1933,630,1300,2049,1679,3203,2655
1934,903,2325,3657,3654,4299,3843
1935,228,495,852,1118,1747,2647
1936,1,84,79,83,141,429
1937,726,2015,2267,1803,2761,2595
1938,887,804,1671,2218,1239,1726
1939,94,707,864,1489,1256,2087
1940,987,1232,1793,2645,2673,3970
1941,188,351,463,811,921,1301
1942,239,261,426,485,1480,2044
1943,1443,1328,2099,2841,2592,2973
1944,881,1394,1863,2446,1791,2988
1945,127,194,847,687,1033,1724
1946,3088,3100,2874,4516,4561,4608
1947,1921,1577,2232,3614,3329,4013
1948,56,278,453,517,933,960
1949,650,956,952,1785,1619,1373
1950,0,15,84,125,152,1160
1951,2555,3668,3577,3144,4806,4423
1952,1213,2082,2076,2074,2716,2712
1953,199,197,269,296,469,477
1954,1551,1348,1856,1809,1838,2636
1955,454,448,780,1176,1858,1702
1956,400,1545,2004,1832,1822,2435
1957,618,910,807,1084,1436,1552
1958,285,628,808,1043,1087,1304
1959,644,657,1581,2404,2489,2364
1960,285,619,1157,1087,1288,1684
1961,987,1232,1793,2645,2673,3970
1962,1382,1053,1674,2581,2520,2501
1963,320,310,698,803,1326,1433
1964,1072,1547,1934,4381,4398,4627
1965,94,707,864,1489,1256,1939
1966,163,769,1711,2304,2078,2275
1967,81,533,321,1394,1992,2446
1968,24,268,354,287,542,1045
1969,644,657,1581,2404,2489,2364
1970,294,388,664,722,1021,1264
1971,798,938,1002,1795,3302,2490
1972,189,186,283,397,467,502
1973,764,789,1456,2390,3430,3289
1974,1174,1855,2025,2225,2859,3194
1975,256,921,1359,1821,1853,1854
1976,538,812,1677,1789,1726,2006
1977,189,186,251,283,427,467
1978,953,1285,1781,1800,1775,2172
1979,147,221,265,544,764,970
1980,726,2015,2267,1803,2761,2595
1981,320,584,698,761,809,871
1982,1412,1825,3219,3127,3341,2961
1983,189,199,338,275,283,344
1984,1213,2082,2076,2074,2716,2712
1985,2,992,1785,1269,1619,2261
1986,1154,2157,2666,3802,4173,4328
1987,492,711,858,1108,1458,1789
1988,750,749,1553,1556,1575,2264
1989,987,1232,1793,2645,2673,3970
1990,38,608,764,970,1349,1355
1991,285,628,772,1043,1087,1684
1992,206,300,1029,1831,2166,2026
1993,428,440,1786,1547,2928,3415
1994,115,392,1224,1305,1898,2494
1995,425,380,588,944,898,1500
1996,1213,2082,2076,2074,2716,2712
1997,320,310,584,698,761,901
1998,644,657,1581,2404,2489,2364
1999,1424,1481,2045,2670,2728,2907
2000,714,859,1867,2924,3749,4640
2001,241,453,421,517,559,1104
2002,81,533,321,1394,1992,2446
2003,644,657,1581,2404,2489,2364
2004,357,400,861,2020,1911,2615
2005,1135,1130,1375,2239,2651,3618
2006,538,887,1242,1671,2218,1239
2007,683,772,2102,3348,4115,4310
2008,644,657,1581,2404,2489,2364
2009,58,492,711,1108,1080,4025
2010,684,1455,1514,2481,2142,2391
2011,289,510,1182,1511,2010,1872
2012,1213,2082,2076,2074,2716,2712
2013,60,229,895,1471,1156,1379
2014,779,2994,2977,3003,3026,2981
2015,726,2267,1803,2761,2595,2478
2016,726,2015,2267,1803,2761,2595
2017,94,707,864,1489,1256,1939
2018,414,373,576,762,997,1157
2019,428,440,1786,1547,2928,3415
2020,357,707,748,2004,2130,2087
2021,1213,2082,2076,2074,2716,2712
2022,470,587,1257,1115,1565,1377
2023,1213,2082,2076,2074,2716,2712
2024,314,626,1220,1371,1390,1685
2025,1174,1855,1974,2225,2859,3194
2026,196,300,1700,1992,1831,1846
2027,987,1232,1793,2645,2673,3970
2028,160,1524,2073,3018,2620,4134
2029,31,36,37,139,242,293
2030,816,747,1234,1184,2341,3992
2031,449,787,827,753,825,762
2032,425,588,958,1340,2134,1686
2033,644,657,1581,2404,2489,2364
2034,478,543,829,946,1198,968
2035,953,1285,1781,1800,1775,2172
2036,1208,1352,1667,2376,2503,2250
2037,1382,1053,1674,2581,2520,2501
2038,644,657,1581,2404,2489,2364
2039,196,300,1817,1700,1831,2026
2040,190,637,713,632,1460,1648
2041,726,2015,2267,1803,2761,2595
2042,726,2015,2267,1803,2761,2595
2043,160,1524,2028,2073,3018,2620
2044,239,261,426,485,876,1480
2045,1424,1481,2670,2728,3641,2907
2046,188,281,347,795,738,611
2047,715,2847,2506,2430,2908,2792
2048,128,435,1311,2780,2974,2472
2049,630,1300,1679,3203,2655,2385
2050,199,197,243,296,477,1214
2051,106,618,1112,1084,1332,2117
2052,1413,1597,1773,1899,2382,2175
2053,529,904,1118,1007,1646,2681
2054,155,232,823,672,1006,2198
2055,62,437,507,812,621,1243
2056,697,892,1437,1670,1864,2247
2057,750,749,1553,1556,1575,2264
2058,2555,3668,3577,3144,4806,4423
2059,529,827,648,820,1165,1007
2060,511,894,1117,1417,1769,2144
2061,186,427,467,415,638,845
2062,314,626,1220,1390,1685,2131
2063,72,100,105,90,113,134
2064,793,985,1050,1091,1708,1368
2065,695,1382,1479,1674,2414,2392
2066,933,1111,1267,960,1505,1388
2067,953,1285,1781,1800,1775,2172
2068,73,249,1447,1269,1590,1563
2069,630,1300,2049,1679,3203,2655
2070,684,921,1318,1455,2010,1854
2071,2780,2472,2819,2327,2894,3259
2072,441,1057,1212,1557,1289,1211
2073,160,1524,2028,3018,2620,4134
2074,1213,2079,2082,2076,2716,2712
2075,414,422,852,979,997,1157
2076,1213,2079,2082,2074,2716,2712
2077,39,162,785,1771,1694,1973
2078,163,769,1711,1966,2304,2275
2079,1213,2082,2076,2074,2716,2712
2080,444,439,788,1035,1139,1338
2081,77,772,1294,2237,2964,3876
2082,1213,2079,2076,2074,2716,2712
2083,591,1173,1269,1590,1563,1217
2084,65,170,750,749,1860,2057
2085,750,749,1553,1556,1575,2264
2086,310,529,698,505,904,1326
2087,94,707,864,1489,1256,1939
2088,987,1232,1793,2645,2673,3970
2089,147,189,221,251,283,397
2090,1069,1526,1187,1272,2427,2692
2091,441,1057,1212,1557,1788,2147
2092,2,992,1785,1619,1929,2208
2093,987,1232,1793,2645,2673,3970
2094,209,1040,1496,2575,2429,3273
2095,644,657,1581,2404,2489,2364
2096,310,529,698,505,904,1180
2097,644,657,1581,2404,2489,2364
2098,41,1290,1511,1507,2433,1905
2099,1943,1758,3055,2841,2592,2539
2100,428,440,1786,1547,2928,3415
2101,628,1043,1087,1304,1288,1684
2102,683,772,1454,3348,4115,4310
2103,987,1232,1793,2645,2673,3970
2104,169,511,625,708,894,1769
2105,569,1328,1943,1930,2477,2324
2106,29,48,53,54,297,547
2107,2238,2724,2657,2499,3426,3416
2108,138,235,305,1005,1592,1882
2109,610,962,989,1602,1001,1093
2110,3088,3100,2874,4516,4561,4608
2111,8,55,69,174,176,237
2112,188,281,347,795,738,611
2113,557,889,1801,1829,2918,3025
2114,47,733,1016,1094,1463,1885
2115,70,404,933,1267,1289,1327
2116,274,273,566,498,773,765
2117,106,618,1112,1084,1332,2051
2118,47,733,1016,1094,1463,1885
2119,630,1300,2049,1679,3203,2655
2120,555,538,1166,1209,1764,1987
2121,358,679,1133,1826,2842,3420
2122,750,749,1553,1556,1575,2264
2123,62,437,507,812,621,1243
2124,1213,2082,2076,2074,2716,2712
2125,987,1232,1793,2645,2673,3970
2126,223,877,1378,2174,2898,2497
2127,209,1040,1496,2575,2429,3273
2128,1413,1597,1773,1899,2382,2175
2129,987,1232,1793,2645,2673,3970
2130,94,707,864,1489,1939,2087
2131,314,626,1220,1371,1390,1685
2132,94,707,864,1489,1256,1939
2133,1213,2082,2076,2074,2716,2712
2134,425,588,958,1340,2032,1686
2135,58,492,711,1108,2009,4025
2136,285,628,808,1043,1087,1304
2137,701,798,687,1002,1945,2593
2138,2780,2071,2472,2327,2894,3259
2139,630,1300,2049,1679,3203,2655
2140,206,300,1029,1992,1831,2166
2141,409,818,1255,1897,2652,3052
2142,684,1455,1514,2010,2481,2391
2143,58,492,711,1108,2009,4025
2144,511,894,1088,1117,1417,1769
2145,1382,1053,1674,2581,2520,2501
2146,71,106,618,767,999,807
2147,294,441,1057,1212,1557,1289
2148,714,2244,1490,2924,3213,3749
2149,753,825,933,1267,1741,2066
2150,684,1455,1514,2010,2481,2142
2151,3088,3100,2874,4516,4561,4608
2152,362,562,840,1820,2707,2346
2153,47,733,1016,1094,1463,1885
2154,1213,2082,2076,2074,2716,2712
2155,169,511,625,708,894,1253
2156,83,150,180,271,254,527
2157,1154,2666,3802,4173,3675,4328
2158,163,1711,1966,2304,2078,2275
2159,320,310,698,803,1180,1326
2160,650,956,952,1785,1619,1373
2161,1213,2082,2076,2074,2716,2712
2162,61,309,761,871,832,834
2163,509,1182,1217,1373,1823,1529
2164,188,321,351,1238,1443,1324
2165,644,657,1581,2404,2489,2364
2166,206,300,1029,1992,1831,2026
2167,428,440,1786,1547,2928,3415
2168,441,457,1212,1448,1484,1712
2169,117,194,687,1033,723,1116
2170,1213,2082,2076,2074,2716,2712
2171,1424,1481,2045,2670,2728,2907
2172,953,1285,1781,1800,1775,2598
2173,10,18,21,23,46,130
2174,223,877,1378,2898,2497,2373
2175,1413,1597,1773,1899,2382,3051
2176,62,119,380,546,782,2826
2177,65,128,417,924,910,1311
2178,987,1232,1793,2645,2673,3970
2179,250,315,402,550,634,692
2180,1213,2082,2076,2074,2716,2712
2181,1099,1049,1128,2822,2722,2897
2182,49,282,352,487,1378,2184
2183,249,820,1226,1096,1223,1269
2184,223,877,1378,2174,2898,2497
2185,223,877,1378,2174,2898,2497
2186,1424,1481,2045,2670,2728,2907
2187,658,642,1222,1762,1277,1545
2188,76,793,1050,1091,1708,1142
2189,264,259,539,619,798,1002
2190,816,747,1234,1184,2341,3992
2191,361,879,2368,2928,4424,4041
2192,5,18,68,112,575,372
2193,1213,2082,2076,2074,2716,2712
2194,726,2015,2267,1803,2761,2595
2195,192,314,626,1055,1220,1109
2196,454,448,1176,1858,1487,3101
2197,24,268,354,287,542,1045
2198,155,232,476,721,672,1288
2199,59,151,148,319,341,330
2200,881,1394,1863,2446,1944,1791
2201,987,1232,1793,2645,2673,3970
2202,987,1232,1793,2645,2673,3970
2203,73,1175,1269,1563,1529,1743
2204,428,440,1786,1547,2928,3415
2205,301,1459,1704,2489,1683,1759
2206,10,21,23,57,130,365
2207,1730,3115,2751,2927,3277,3407
2208,650,956,1785,1619,1949,2378
2209,557,1801,1856,1954,1809,2636
2210,41,1290,1511,1507,2433,1905
2211,1382,1053,1674,2581,2520,2501
2212,441,900,1057,1235,1177,1240
2213,1424,1481,2045,2670,2728,2907
2214,168,1220,1457,2131,2024,2349
2215,1213,2082,2076,2074,2716,2712
2216,62,437,507,812,621,1243
2217,1378,1369,1782,3505,4275,4486
2218,887,804,1671,1239,1726,2221
2219,2555,3668,3577,3144,4806,4423
2220,697,892,1437,1670,1864,2247
2221,887,804,1671,2218,1239,1726
2222,881,1394,1863,2446,1944,1791
2223,249,827,648,820,1209,1432
2224,272,656,816,1493,2190,3397
2225,1174,1855,2025,1974,2859,3194
2226,1722,2808,2737,2512,3200,2632
2227,750,749,1553,1556,1575,2264
2228,1213,2082,2076,2074,2716,2712
2229,630,1300,2049,1679,3203,2655
2230,394,643,691,962,830,1491
2231,2220,3196,2056,2995,3693,3103
2232,697,892,1437,1670,1864,2247
2233,190,637,713,632,1460,1648
2234,650,956,952,1619,1373,1949
2235,72,100,105,90,113,140
2236,1213,2082,2076,2074,2716,2712
2237,683,772,2102,3348,4115,4310
2238,2724,2657,2499,3426,3416,3463
2239,114,443,593,734,1060,1135
2240,726,2015,2267,1803,2761,2595
2241,823,1127,1006,1399,1436,1874
2242,143,524,2121,1426,1876,3126
2243,215,2015,1937,3159,3165,3228
2244,285,714,859,1043,1684,1780
2245,650,956,952,1785,1619,1373
2246,916,1460,1880,1647,1711,2304
2247,697,892,1437,1670,1864,2424
2248,145,582,578,764,1615,1631
2249,848,822,1845,1773,1712,2438
2250,1208,1352,1667,2036,2376,2503
2251,201,320,310,698,579,1005
2252,702,1292,1451,2422,2378,3086
2253,294,441,1057,1212,1557,1289
2254,511,894,1116,1036,1117,1417
2255,70,111,274,474,685,709
2256,454,448,780,1176,1858,1702
2257,1213,2082,2076,2074,2716,2712
2258,881,1394,1863,2446,1944,1791
2259,27,33,50,99,159,359
2260,1213,2082,2076,2074,2716,2712
2261,1785,1985,2626,2515,2811,2891
2262,30,226,1074,966,1208,1792
2263,3088,3100,2874,4516,4561,4608
2264,750,749,1553,1556,1575,2403
2265,1702,1651,1846,2525,2240,3748
2266,15,55,290,541,613,552
2267,726,2015,1803,2761,2595,2478
2268,1065,931,971,1353,1381,2533
2269,285,628,808,1043,1087,1304
2270,1213,2082,2076,2074,2716,2712
2271,3088,3100,2874,4516,4561,4608
2272,428,440,1786,1547,2928,3415
2273,109,1111,1135,1279,1267,1402
2274,783,743,1053,1274,1395,1587
2275,163,769,1271,1711,1966,2304
2276,441,1057,1212,1557,1289,1211
2277,41,1290,1511,1507,2433,1905
2278,67,595,916,1668,1647,2246
2279,155,232,476,721,672,1288
2280,750,749,1553,1556,1575,2264
2281,59,107,755,970,844,1456
2282,1213,2082,2076,2074,2716,2712
2283,196,300,1700,1992,1831,1846
2284,551,1064,1071,1853,2338,2455
2285,51,64,78,80,112,149
2286,770,793,985,1368,2064,2397
2287,169,253,336,646,1082,1636
2288,94,707,864,1489,1939,2087
2289,1213,2082,2076,2074,2716,2712
2290,1213,2082,2076,2074,2716,2712
2291,181,567,886,1539,1227,1356
2292,62,437,507,812,621,1243
2293,157,610,1210,1609,1751,1722
2294,223,877,1378,2174,2898,2497
2295,3088,3100,2874,4516,4561,4608
2296,0,84,152,562,1427,1820
2297,775,725,842,1856,1954,2826
2298,5,31,36,37,139,242
2299,953,1285,1781,1800,1775,2172
2300,1213,2082,2076,2074,2716,2712
2301,881,1394,1863,2446,1944,1791
2302,52,1079,1441,1972,2624,2556
2303,47,733,1467,1463,1591,1603
2304,163,769,1711,1966,2078,2275
2305,1053,2145,1479,1734,1924,1925
2306,441,1057,1212,1557,2147,2253
2307,249,619,820,1226,1166,1764
2308,644,657,1581,2404,2489,2364
2309,594,1007,2010,2142,2422,2465
2310,1382,1053,1674,2581,2520,2501
2311,86,1825,1348,1954,2442,2443
2312,72,100,90,336,427,475
2313,61,201,309,532,515,832
2314,191,336,475,800,1233,1088
2315,2238,2724,2657,2499,3426,3416
2316,650,956,952,1785,1619,1373
2317,750,749,1553,1556,1575,2264
2318,1213,2082,2076,2074,2716,2712
2319,363,484,1457,1896,2214,1521
2320,49,282,487,778,1665,2466
2321,160,1524,2028,2073,3018,2620
2322,1382,1053,1674,2581,2520,2501
2323,274,273,566,498,773,765
2324,85,892,633,1864,2376,3196
2325,572,713,1649,1907,2925,2804
2326,1213,2082,2076,2074,2716,2712
2327,2157,1986,2780,2071,2472,2894
2328,143,524,2121,1426,1876,2242
2329,1213,2082,2076,2074,2716,2712
2330,1213,2082,2076,2074,2716,2712
2331,1208,1667,2036,2376,2503,2250
2332,27,50,145,359,326,578
2333,562,840,1880,1820,2707,1755
2334,1213,2082,2076,2074,2716,2712
2335,3088,3100,2874,4516,4561,4608
2336,861,953,1285,1353,1843,2922
2337,15,44,218,613,918,1283
2338,551,811,921,1071,1359,1821
2339,256,921,1359,1821,1853,1854
2340,1413,1597,1773,1899,2382,2175
2341,816,747,1234,1184,3623,3992
2342,941,1395,1479,1734,1601,2474
2343,285,496,628,808,1043,1087
2344,1213,2082,2076,2074,2716,2712
2345,235,218,305,717,796,986
2346,362,562,840,1820,2707,2152
2347,181,508,751,810,1224,1356
2348,987,1232,1793,2645,2673,3970
2349,314,626,1220,1371,1390,1685
2350,1382,1053,1674,2581,2520,2501
2351,428,440,1786,1547,2928,3415
2352,412,697,872,2155,2232,3196
2353,1213,2082,2076,2074,2716,2712
2354,1321,3125,2700,3496,3766,4426
2355,1382,1053,1674,2581,2520,2501
2356,143,1426,2242,2956,2513,3126
2357,414,373,576,762,997,1157
2358,1065,1022,1551,1856,2636,2982
2359,239,485,608,876,1246,1316
2360,81,329,347,340,334,1322
2361,644,657,1581,2404,2489,1998
2362,371,748,861,1353,2067,2035
2363,987,1232,1793,2645,2673,3970
2364,644,657,1581,2404,2489,1998
2365,114,159,290,1246,1349,1316
2366,160,1524,2028,2073,3018,2620
2367,232,672,1849,2080,2198,2279
2368,428,440,1786,1547,2928,3415
2369,1413,1597,1773,1899,2382,2175
2370,1382,1053,1674,2581,2520,2501
2371,684,1455,1514,2010,2481,2142
2372,1213,2082,2076,2074,2716,2712
2373,223,877,1378,2174,2898,2497
2374,83,150,180,271,254,527
2375,109,683,596,772,1111,1279
2376,85,569,633,1208,2324,2105
2377,953,1285,1781,1800,1775,2172
2378,650,952,1785,1619,1949,2160
2379,243,1214,1386,1973,3150,3430
2380,531,610,962,1210,1609,1751
